Vardas                Pavarde               ND1       ND2       ND3       ND4       ND5       Egz.      
Vardas1890            Pavarde1890           3         5         10        10        0         10        
Vardas1891            Pavarde1891           3         6         1         7         8         1         
Vardas1892            Pavarde1892           3         6         9         6         7         4         
Vardas1893            Pavarde1893           7         6         7         6         1         3         
Vardas1894            Pavarde1894           7         8         10        0         2         5         
Vardas1895            Pavarde1895           2         5         9         8         9         1         
Vardas1896            Pavarde1896           7         9         7         5         10        7         
Vardas1897            Pavarde1897           5         4         10        9         9         2         
Vardas1898            Pavarde1898           4         4         8         2         5         1         
Vardas1899            Pavarde1899           3         9         3         0         1         1         
Vardas1900            Pavarde1900           0         9         8         6         8         1         
Vardas1901            Pavarde1901           9         4         8         7         1         2         
Vardas1902            Pavarde1902           6         1         3         5         5         0         
Vardas1903            Pavarde1903           8         9         3         4         0         0         
Vardas1904            Pavarde1904           9         0         2         4         4         3         
Vardas1905            Pavarde1905           2         6         0         0         10        3         
Vardas1906            Pavarde1906           0         10        1         5         9         5         
Vardas1907            Pavarde1907           10        9         0         3         10        9         
Vardas1908            Pavarde1908           9         6         6         5         6         3         
Vardas1909            Pavarde1909           1         5         7         2         8         1         
Vardas1910            Pavarde1910           8         10        9         1         10        5         
Vardas1911            Pavarde1911           10        8         1         0         2         4         
Vardas1912            Pavarde1912           9         6         8         0         5         0         
Vardas1913            Pavarde1913           4         4         10        1         7         2         
Vardas1914            Pavarde1914           2         8         7         0         8         10        
Vardas1915            Pavarde1915           10        10        3         10        6         10        
Vardas1916            Pavarde1916           2         7         9         7         7         3         
Vardas1917            Pavarde1917           1         3         10        8         9         9         
Vardas1918            Pavarde1918           9         2         6         5         2         0         
Vardas1919            Pavarde1919           6         6         3         5         5         6         
Vardas1920            Pavarde1920           5         0         6         6         1         7         
Vardas1921            Pavarde1921           2         0         1         2         5         5         
Vardas1922            Pavarde1922           10        7         10        7         7         5         
Vardas1923            Pavarde1923           8         3         7         8         5         1         
Vardas1924            Pavarde1924           6         7         5         8         6         0         
Vardas1925            Pavarde1925           1         10        9         0         0         2         
Vardas1926            Pavarde1926           5         0         8         0         10        3         
Vardas1927            Pavarde1927           1         3         3         0         9         0         
Vardas1928            Pavarde1928           1         4         3         3         6         7         
Vardas1929            Pavarde1929           4         0         1         6         2         9         
Vardas1930            Pavarde1930           7         1         9         5         8         2         
Vardas1931            Pavarde1931           5         1         0         4         9         4         
Vardas1932            Pavarde1932           7         4         3         2         9         3         
Vardas1933            Pavarde1933           10        3         3         7         2         1         
Vardas1934            Pavarde1934           10        5         4         10        1         0         
Vardas1935            Pavarde1935           3         7         10        2         4         7         
Vardas1936            Pavarde1936           5         4         1         2         0         6         
Vardas1937            Pavarde1937           10        1         4         9         10        8         
Vardas1938            Pavarde1938           1         2         6         3         10        3         
Vardas1939            Pavarde1939           2         1         0         3         0         9         
Vardas1940            Pavarde1940           6         4         5         7         10        10        
Vardas1941            Pavarde1941           2         0         0         8         3         7         
Vardas1942            Pavarde1942           8         9         8         3         5         10        
Vardas1943            Pavarde1943           9         1         2         4         2         6         
Vardas1944            Pavarde1944           0         1         4         1         9         8         
Vardas1945            Pavarde1945           5         9         6         9         7         0         
Vardas1946            Pavarde1946           6         7         0         7         5         9         
Vardas1947            Pavarde1947           8         0         0         10        10        1         
Vardas1948            Pavarde1948           8         0         8         5         7         0         
Vardas1949            Pavarde1949           4         5         8         0         9         7         
Vardas1950            Pavarde1950           3         8         5         6         7         9         
Vardas1951            Pavarde1951           9         8         1         2         7         4         
Vardas1952            Pavarde1952           3         10        0         2         9         1         
Vardas1953            Pavarde1953           3         2         6         2         7         8         
Vardas1954            Pavarde1954           7         3         6         8         8         0         
Vardas1955            Pavarde1955           7         1         3         7         6         4         
Vardas1956            Pavarde1956           5         5         0         4         2         7         
Vardas1957            Pavarde1957           2         7         1         6         8         9         
Vardas1958            Pavarde1958           7         1         8         4         2         9         
Vardas1959            Pavarde1959           9         2         9         4         6         3         
Vardas1960            Pavarde1960           10        10        10        6         4         5         
Vardas1961            Pavarde1961           5         4         5         0         3         3         
Vardas1962            Pavarde1962           6         7         2         0         2         9         
Vardas1963            Pavarde1963           5         4         3         0         4         5         
Vardas1964            Pavarde1964           8         1         2         1         0         5         
Vardas1965            Pavarde1965           0         3         9         4         1         9         
Vardas1966            Pavarde1966           10        8         10        5         0         7         
Vardas1967            Pavarde1967           9         6         10        6         1         3         
Vardas1968            Pavarde1968           0         3         6         10        10        6         
Vardas1969            Pavarde1969           2         8         1         2         4         4         
Vardas1970            Pavarde1970           3         7         0         0         0         2         
Vardas1971            Pavarde1971           7         2         2         0         1         0         
Vardas1972            Pavarde1972           1         5         1         0         3         7         
Vardas1973            Pavarde1973           10        3         4         10        6         3         
Vardas1974            Pavarde1974           9         8         7         6         1         2         
Vardas1975            Pavarde1975           4         9         3         1         3         2         
Vardas1976            Pavarde1976           2         4         0         0         6         0         
Vardas1977            Pavarde1977           6         6         8         7         4         0         
Vardas1978            Pavarde1978           3         2         1         4         6         2         
Vardas1979            Pavarde1979           7         1         0         1         7         5         
Vardas1980            Pavarde1980           4         1         10        8         10        8         
Vardas1981            Pavarde1981           2         6         2         3         9         2         
Vardas1982            Pavarde1982           8         2         9         8         6         2         
Vardas1983            Pavarde1983           3         10        8         8         8         8         
Vardas1984            Pavarde1984           10        2         2         6         6         8         
Vardas1985            Pavarde1985           9         6         4         0         5         0         
Vardas1986            Pavarde1986           6         8         7         1         4         9         
Vardas1987            Pavarde1987           9         4         8         0         8         7         
Vardas1988            Pavarde1988           6         1         4         7         7         2         
Vardas1989            Pavarde1989           6         3         4         10        1         9         
Vardas1990            Pavarde1990           0         2         7         7         6         1         
Vardas1991            Pavarde1991           6         8         5         10        0         0         
Vardas1992            Pavarde1992           8         6         7         10        1         1         
Vardas1993            Pavarde1993           8         3         0         7         3         10        
Vardas1994            Pavarde1994           8         3         10        8         3         10        
Vardas1995            Pavarde1995           0         5         0         4         7         1         
Vardas1996            Pavarde1996           9         4         1         1         10        6         
Vardas1997            Pavarde1997           5         10        10        2         4         10        
Vardas1998            Pavarde1998           5         9         2         3         3         6         
Vardas1999            Pavarde1999           10        1         6         7         7         1         
Vardas2000            Pavarde2000           10        10        1         10        1         9         
Vardas2001            Pavarde2001           5         3         6         7         9         8         
Vardas2002            Pavarde2002           9         2         8         4         5         3         
Vardas2003            Pavarde2003           0         0         1         8         7         10        
Vardas2004            Pavarde2004           5         10        1         2         8         10        
Vardas2005            Pavarde2005           1         7         5         2         2         6         
Vardas2006            Pavarde2006           4         4         0         2         2         9         
Vardas2007            Pavarde2007           8         4         3         1         1         3         
Vardas2008            Pavarde2008           5         3         4         10        2         0         
Vardas2009            Pavarde2009           4         2         10        7         9         0         
Vardas2010            Pavarde2010           4         10        6         0         10        7         
Vardas2011            Pavarde2011           7         10        1         4         8         6         
Vardas2012            Pavarde2012           8         1         8         8         8         8         
Vardas2013            Pavarde2013           5         9         4         9         10        9         
Vardas2014            Pavarde2014           9         3         5         3         1         6         
Vardas2015            Pavarde2015           0         2         6         10        8         8         
Vardas2016            Pavarde2016           0         5         3         9         2         8         
Vardas2017            Pavarde2017           2         7         5         0         2         2         
Vardas2018            Pavarde2018           9         5         2         3         10        4         
Vardas2019            Pavarde2019           8         7         10        7         2         2         
Vardas2020            Pavarde2020           10        6         1         1         5         10        
Vardas2021            Pavarde2021           7         0         6         4         0         6         
Vardas2022            Pavarde2022           5         7         10        8         1         7         
Vardas2023            Pavarde2023           0         9         1         7         5         1         
Vardas2024            Pavarde2024           2         5         3         1         2         6         
Vardas2025            Pavarde2025           8         6         9         6         1         5         
Vardas2026            Pavarde2026           9         1         5         9         9         6         
Vardas2027            Pavarde2027           6         1         6         2         3         4         
Vardas2028            Pavarde2028           6         7         8         7         6         3         
Vardas2029            Pavarde2029           9         2         6         3         0         5         
Vardas2030            Pavarde2030           1         2         9         0         6         3         
Vardas2031            Pavarde2031           7         1         3         3         4         6         
Vardas2032            Pavarde2032           6         10        0         2         1         4         
Vardas2033            Pavarde2033           5         5         3         0         5         1         
Vardas2034            Pavarde2034           5         1         8         7         9         6         
Vardas2035            Pavarde2035           4         0         2         0         7         6         
Vardas2036            Pavarde2036           9         5         8         5         4         7         
Vardas2037            Pavarde2037           7         10        7         2         6         4         
Vardas2038            Pavarde2038           3         0         9         0         7         3         
Vardas2039            Pavarde2039           1         4         6         9         8         4         
Vardas2040            Pavarde2040           3         5         1         5         8         9         
Vardas2041            Pavarde2041           3         3         1         9         4         6         
Vardas2042            Pavarde2042           3         10        7         6         3         4         
Vardas2043            Pavarde2043           2         9         3         3         8         3         
Vardas2044            Pavarde2044           10        3         10        7         9         1         
Vardas2045            Pavarde2045           6         0         2         4         9         4         
Vardas2046            Pavarde2046           9         2         10        6         2         2         
Vardas2047            Pavarde2047           10        4         5         4         10        7         
Vardas2048            Pavarde2048           3         2         4         5         2         9         
Vardas2049            Pavarde2049           8         8         4         8         7         6         
Vardas2050            Pavarde2050           7         6         1         2         6         6         
Vardas2051            Pavarde2051           6         1         4         0         8         9         
Vardas2052            Pavarde2052           0         2         2         5         9         4         
Vardas2053            Pavarde2053           2         5         5         5         3         8         
Vardas2054            Pavarde2054           9         8         3         0         8         1         
Vardas2055            Pavarde2055           2         4         8         9         10        8         
Vardas2056            Pavarde2056           3         5         0         5         2         7         
Vardas2057            Pavarde2057           4         1         0         4         0         0         
Vardas2058            Pavarde2058           3         3         9         4         3         0         
Vardas2059            Pavarde2059           6         3         0         9         5         0         
Vardas2060            Pavarde2060           10        4         4         5         3         7         
Vardas2061            Pavarde2061           4         7         1         0         4         4         
Vardas2062            Pavarde2062           10        9         2         3         8         5         
Vardas2063            Pavarde2063           3         1         5         7         10        0         
Vardas2064            Pavarde2064           4         5         9         9         2         9         
Vardas2065            Pavarde2065           6         10        5         8         0         6         
Vardas2066            Pavarde2066           4         3         3         5         9         9         
Vardas2067            Pavarde2067           6         1         0         10        8         7         
Vardas2068            Pavarde2068           3         0         0         5         0         5         
Vardas2069            Pavarde2069           0         5         8         6         5         5         
Vardas2070            Pavarde2070           9         6         9         1         0         1         
Vardas2071            Pavarde2071           3         5         1         7         0         5         
Vardas2072            Pavarde2072           5         9         10        9         8         9         
Vardas2073            Pavarde2073           9         6         1         5         2         6         
Vardas2074            Pavarde2074           4         3         4         9         9         10        
Vardas2075            Pavarde2075           5         6         2         9         1         10        
Vardas2076            Pavarde2076           8         9         4         2         2         9         
Vardas2077            Pavarde2077           5         5         9         2         8         4         
Vardas2078            Pavarde2078           6         7         1         8         1         6         
Vardas2079            Pavarde2079           2         6         8         10        7         3         
Vardas2080            Pavarde2080           2         4         6         4         4         4         
Vardas2081            Pavarde2081           6         5         9         4         4         10        
Vardas2082            Pavarde2082           5         8         3         5         6         0         
Vardas2083            Pavarde2083           4         3         1         0         6         0         
Vardas2084            Pavarde2084           0         6         2         3         4         0         
Vardas2085            Pavarde2085           5         7         0         3         8         8         
Vardas2086            Pavarde2086           2         9         3         5         3         3         
Vardas2087            Pavarde2087           9         3         3         4         9         6         
Vardas2088            Pavarde2088           0         6         4         1         5         3         
Vardas2089            Pavarde2089           1         7         6         0         7         4         
Vardas2090            Pavarde2090           10        5         8         6         5         4         
Vardas2091            Pavarde2091           10        4         6         10        6         3         
Vardas2092            Pavarde2092           2         1         0         10        1         6         
Vardas2093            Pavarde2093           7         3         8         7         3         6         
Vardas2094            Pavarde2094           3         0         8         9         4         5         
Vardas2095            Pavarde2095           0         2         3         7         10        10        
Vardas2096            Pavarde2096           7         1         4         8         0         3         
Vardas2097            Pavarde2097           7         2         9         0         5         10        
Vardas2098            Pavarde2098           2         2         4         2         6         4         
Vardas2099            Pavarde2099           8         6         1         4         9         1         
Vardas2100            Pavarde2100           8         1         8         7         2         4         
Vardas2101            Pavarde2101           3         3         3         1         4         9         
Vardas2102            Pavarde2102           1         2         2         1         2         5         
Vardas2103            Pavarde2103           9         2         4         1         9         0         
Vardas2104            Pavarde2104           8         10        5         6         4         10        
Vardas2105            Pavarde2105           2         2         9         4         8         7         
Vardas2106            Pavarde2106           2         10        7         8         0         7         
Vardas2107            Pavarde2107           0         5         1         9         5         7         
Vardas2108            Pavarde2108           3         0         9         4         8         1         
Vardas2109            Pavarde2109           5         10        0         0         4         6         
Vardas2110            Pavarde2110           2         7         8         3         8         8         
Vardas2111            Pavarde2111           6         6         3         2         3         1         
Vardas2112            Pavarde2112           6         3         8         2         1         2         
Vardas2113            Pavarde2113           6         1         5         8         2         7         
Vardas2114            Pavarde2114           1         0         7         0         2         8         
Vardas2115            Pavarde2115           5         6         8         1         4         5         
Vardas2116            Pavarde2116           5         3         1         6         9         5         
Vardas2117            Pavarde2117           2         4         10        7         3         2         
Vardas2118            Pavarde2118           3         1         6         6         9         10        
Vardas2119            Pavarde2119           0         2         9         7         1         1         
Vardas2120            Pavarde2120           6         9         8         3         10        4         
Vardas2121            Pavarde2121           0         0         6         4         4         8         
Vardas2122            Pavarde2122           0         4         0         4         8         7         
Vardas2123            Pavarde2123           10        7         2         9         10        9         
Vardas2124            Pavarde2124           4         0         1         10        5         6         
Vardas2125            Pavarde2125           0         6         9         4         4         10        
Vardas2126            Pavarde2126           5         9         10        8         8         1         
Vardas2127            Pavarde2127           4         7         4         3         8         7         
Vardas2128            Pavarde2128           8         1         6         0         8         1         
Vardas2129            Pavarde2129           0         4         7         0         6         1         
Vardas2130            Pavarde2130           3         6         5         5         9         1         
Vardas2131            Pavarde2131           6         5         0         4         2         5         
Vardas2132            Pavarde2132           3         0         1         6         7         7         
Vardas2133            Pavarde2133           2         6         0         1         10        9         
Vardas2134            Pavarde2134           4         0         4         3         6         3         
Vardas2135            Pavarde2135           6         0         4         2         0         0         
Vardas2136            Pavarde2136           1         8         7         9         10        6         
Vardas2137            Pavarde2137           4         3         9         10        0         6         
Vardas2138            Pavarde2138           6         8         6         0         1         10        
Vardas2139            Pavarde2139           9         2         6         1         8         9         
Vardas2140            Pavarde2140           2         9         5         7         8         2         
Vardas2141            Pavarde2141           7         5         0         3         10        5         
Vardas2142            Pavarde2142           7         0         5         5         1         3         
Vardas2143            Pavarde2143           4         5         4         2         10        10        
Vardas2144            Pavarde2144           8         10        3         0         4         6         
Vardas2145            Pavarde2145           4         3         2         10        6         7         
Vardas2146            Pavarde2146           1         0         2         5         8         2         
Vardas2147            Pavarde2147           2         5         2         2         5         4         
Vardas2148            Pavarde2148           3         0         4         10        3         0         
Vardas2149            Pavarde2149           9         6         2         4         5         7         
Vardas2150            Pavarde2150           0         1         7         3         4         6         
Vardas2151            Pavarde2151           4         3         2         5         0         9         
Vardas2152            Pavarde2152           6         4         8         10        7         0         
Vardas2153            Pavarde2153           4         10        0         2         9         9         
Vardas2154            Pavarde2154           5         8         3         2         1         3         
Vardas2155            Pavarde2155           3         6         4         5         0         7         
Vardas2156            Pavarde2156           10        9         4         8         4         9         
Vardas2157            Pavarde2157           10        5         4         5         6         3         
Vardas2158            Pavarde2158           8         6         5         1         2         10        
Vardas2159            Pavarde2159           2         5         8         4         1         6         
Vardas2160            Pavarde2160           0         0         2         7         0         4         
Vardas2161            Pavarde2161           7         6         5         9         3         8         
Vardas2162            Pavarde2162           2         9         5         8         10        1         
Vardas2163            Pavarde2163           2         2         3         8         1         10        
Vardas2164            Pavarde2164           0         2         2         4         9         6         
Vardas2165            Pavarde2165           6         4         3         6         5         8         
Vardas2166            Pavarde2166           7         9         6         4         0         6         
Vardas2167            Pavarde2167           9         10        6         7         7         1         
Vardas2168            Pavarde2168           8         10        8         5         6         6         
Vardas2169            Pavarde2169           4         9         1         0         5         10        
Vardas2170            Pavarde2170           4         0         3         10        7         1         
Vardas2171            Pavarde2171           6         2         8         2         0         2         
Vardas2172            Pavarde2172           8         9         9         4         8         0         
Vardas2173            Pavarde2173           4         0         5         5         1         0         
Vardas2174            Pavarde2174           0         10        0         6         5         4         
Vardas2175            Pavarde2175           3         1         9         3         2         3         
Vardas2176            Pavarde2176           7         7         0         2         7         3         
Vardas2177            Pavarde2177           0         1         3         8         3         2         
Vardas2178            Pavarde2178           4         0         7         8         3         5         
Vardas2179            Pavarde2179           3         3         1         9         5         8         
Vardas2180            Pavarde2180           1         1         1         1         5         3         
Vardas2181            Pavarde2181           1         0         9         4         4         7         
Vardas2182            Pavarde2182           3         7         4         10        5         1         
Vardas2183            Pavarde2183           0         1         4         3         7         1         
Vardas2184            Pavarde2184           5         2         6         5         5         10        
Vardas2185            Pavarde2185           4         5         0         2         5         0         
Vardas2186            Pavarde2186           5         3         8         10        6         2         
Vardas2187            Pavarde2187           4         0         9         0         0         8         
Vardas2188            Pavarde2188           7         0         3         3         3         1         
Vardas2189            Pavarde2189           7         6         9         3         2         8         
Vardas2190            Pavarde2190           3         2         6         1         9         5         
Vardas2191            Pavarde2191           2         3         9         2         4         9         
Vardas2192            Pavarde2192           10        0         10        8         10        10        
Vardas2193            Pavarde2193           9         0         6         10        4         0         
Vardas2194            Pavarde2194           3         8         8         6         6         2         
Vardas2195            Pavarde2195           5         7         2         5         9         0         
Vardas2196            Pavarde2196           1         8         7         0         3         3         
Vardas2197            Pavarde2197           10        0         1         10        10        10        
Vardas2198            Pavarde2198           3         9         3         4         2         0         
Vardas2199            Pavarde2199           6         1         9         5         6         0         
Vardas2200            Pavarde2200           10        4         9         5         7         5         
Vardas2201            Pavarde2201           0         10        3         9         3         7         
Vardas2202            Pavarde2202           6         3         8         8         8         8         
Vardas2203            Pavarde2203           3         1         4         2         3         5         
Vardas2204            Pavarde2204           7         10        1         1         10        7         
Vardas2205            Pavarde2205           5         9         9         1         0         4         
Vardas2206            Pavarde2206           4         10        4         10        6         6         
Vardas2207            Pavarde2207           6         9         0         6         0         8         
Vardas2208            Pavarde2208           8         5         1         10        7         8         
Vardas2209            Pavarde2209           5         5         8         3         7         2         
Vardas2210            Pavarde2210           5         4         3         3         3         10        
Vardas2211            Pavarde2211           5         4         3         7         7         8         
Vardas2212            Pavarde2212           1         5         8         6         2         6         
Vardas2213            Pavarde2213           2         8         4         8         7         5         
Vardas2214            Pavarde2214           2         6         10        5         5         1         
Vardas2215            Pavarde2215           6         6         4         0         4         7         
Vardas2216            Pavarde2216           10        0         10        9         8         1         
Vardas2217            Pavarde2217           5         2         8         5         9         8         
Vardas2218            Pavarde2218           1         7         7         9         4         7         
Vardas2219            Pavarde2219           1         7         1         4         4         2         
Vardas2220            Pavarde2220           2         9         9         9         1         3         
Vardas2221            Pavarde2221           8         8         4         9         4         1         
Vardas2222            Pavarde2222           7         3         9         6         3         2         
Vardas2223            Pavarde2223           2         0         0         5         3         2         
Vardas2224            Pavarde2224           8         8         0         2         2         5         
Vardas2225            Pavarde2225           4         0         7         2         0         4         
Vardas2226            Pavarde2226           1         9         2         3         10        7         
Vardas2227            Pavarde2227           5         1         7         3         4         8         
Vardas2228            Pavarde2228           3         3         0         4         6         0         
Vardas2229            Pavarde2229           4         3         8         10        6         4         
Vardas2230            Pavarde2230           1         1         8         1         8         10        
Vardas2231            Pavarde2231           1         3         8         4         9         5         
Vardas2232            Pavarde2232           1         6         6         5         5         2         
Vardas2233            Pavarde2233           5         8         5         3         9         3         
Vardas2234            Pavarde2234           7         10        1         10        1         10        
Vardas2235            Pavarde2235           6         3         6         7         0         5         
Vardas2236            Pavarde2236           10        5         10        7         2         3         
Vardas2237            Pavarde2237           5         7         7         9         5         9         
Vardas2238            Pavarde2238           7         4         9         8         8         8         
Vardas2239            Pavarde2239           10        1         9         4         9         10        
Vardas2240            Pavarde2240           7         5         6         7         10        6         
Vardas2241            Pavarde2241           3         4         0         4         7         10        
Vardas2242            Pavarde2242           4         4         6         1         8         8         
Vardas2243            Pavarde2243           6         2         5         3         8         4         
Vardas2244            Pavarde2244           7         5         4         5         4         7         
Vardas2245            Pavarde2245           0         5         0         1         3         0         
Vardas2246            Pavarde2246           3         8         4         6         0         4         
Vardas2247            Pavarde2247           3         5         2         8         0         9         
Vardas2248            Pavarde2248           1         4         0         4         2         5         
Vardas2249            Pavarde2249           6         0         10        8         3         4         
Vardas2250            Pavarde2250           7         9         3         10        9         5         
Vardas2251            Pavarde2251           8         6         10        9         6         6         
Vardas2252            Pavarde2252           3         8         3         3         3         2         
Vardas2253            Pavarde2253           6         7         4         9         4         2         
Vardas2254            Pavarde2254           7         5         7         9         5         0         
Vardas2255            Pavarde2255           10        10        8         4         2         7         
Vardas2256            Pavarde2256           0         3         7         3         9         7         
Vardas2257            Pavarde2257           8         7         7         2         8         0         
Vardas2258            Pavarde2258           1         10        4         7         10        2         
Vardas2259            Pavarde2259           0         6         9         6         5         8         
Vardas2260            Pavarde2260           0         9         8         6         6         2         
Vardas2261            Pavarde2261           6         7         1         1         3         8         
Vardas2262            Pavarde2262           6         6         5         9         2         10        
Vardas2263            Pavarde2263           3         1         3         6         0         6         
Vardas2264            Pavarde2264           2         6         5         8         4         2         
Vardas2265            Pavarde2265           6         1         1         7         2         8         
Vardas2266            Pavarde2266           10        8         1         0         7         4         
Vardas2267            Pavarde2267           4         5         10        7         9         7         
Vardas2268            Pavarde2268           5         6         5         0         7         2         
Vardas2269            Pavarde2269           2         6         3         0         6         6         
Vardas2270            Pavarde2270           9         8         4         6         10        10        
Vardas2271            Pavarde2271           9         3         5         9         10        7         
Vardas2272            Pavarde2272           0         8         6         5         2         1         
Vardas2273            Pavarde2273           6         7         1         2         7         4         
Vardas2274            Pavarde2274           5         6         8         9         2         5         
Vardas2275            Pavarde2275           10        2         8         8         1         8         
Vardas2276            Pavarde2276           10        8         4         2         7         8         
Vardas2277            Pavarde2277           8         3         3         6         0         5         
Vardas2278            Pavarde2278           10        9         10        9         3         5         
Vardas2279            Pavarde2279           8         9         7         6         1         3         
Vardas2280            Pavarde2280           8         8         6         1         1         0         
Vardas2281            Pavarde2281           1         8         10        8         6         8         
Vardas2282            Pavarde2282           8         3         1         4         6         4         
Vardas2283            Pavarde2283           1         2         1         0         8         2         
Vardas2284            Pavarde2284           5         6         5         9         9         8         
Vardas2285            Pavarde2285           6         1         8         1         3         10        
Vardas2286            Pavarde2286           0         4         8         7         2         1         
Vardas2287            Pavarde2287           2         2         1         8         8         0         
Vardas2288            Pavarde2288           9         5         3         8         7         6         
Vardas2289            Pavarde2289           7         2         6         8         9         4         
Vardas2290            Pavarde2290           8         2         0         10        6         3         
Vardas2291            Pavarde2291           2         5         6         7         7         0         
Vardas2292            Pavarde2292           0         10        3         6         4         9         
Vardas2293            Pavarde2293           4         1         5         4         2         1         
Vardas2294            Pavarde2294           6         5         6         1         8         4         
Vardas2295            Pavarde2295           7         3         7         4         5         5         
Vardas2296            Pavarde2296           8         0         4         0         5         4         
Vardas2297            Pavarde2297           4         4         3         9         8         5         
Vardas2298            Pavarde2298           9         10        2         0         3         3         
Vardas2299            Pavarde2299           6         1         6         8         3         9         
Vardas2300            Pavarde2300           3         6         2         0         0         2         
Vardas2301            Pavarde2301           2         6         4         3         1         5         
Vardas2302            Pavarde2302           2         4         7         7         3         8         
Vardas2303            Pavarde2303           10        0         10        5         8         4         
Vardas2304            Pavarde2304           5         7         1         9         1         3         
Vardas2305            Pavarde2305           10        5         4         5         7         7         
Vardas2306            Pavarde2306           7         0         5         3         6         10        
Vardas2307            Pavarde2307           8         9         4         2         2         8         
Vardas2308            Pavarde2308           5         8         9         6         1         6         
Vardas2309            Pavarde2309           3         8         6         8         7         9         
Vardas2310            Pavarde2310           5         9         5         10        10        3         
Vardas2311            Pavarde2311           0         3         9         8         6         2         
Vardas2312            Pavarde2312           2         7         7         3         2         5         
Vardas2313            Pavarde2313           2         2         8         3         10        9         
Vardas2314            Pavarde2314           10        0         1         3         2         10        
